reference	text
Galatians 4:10	You observe days, months, seasons, and years.
Galatians 4:11	I am afraid for you, that I might have wasted my labor for you.
Galatians 4:12	I beg you, brothers and sisters, become as I am, for I also have become as you are. You did me no wrong,
Galatians 4:13	but you know that because of weakness of the flesh I preached the good news to you the first time.
Galatians 4:14	That which was a temptation to you in my flesh, you didn't despise nor reject; but you received me as an angel of God, even as Messiah Yeshua.
Galatians 4:15	What was the blessing you enjoyed? For I testify to you that, if possible, you would have plucked out your eyes and given them to me.
Galatians 4:16	So then, have I become your enemy by telling you the truth?
Galatians 4:17	They zealously seek you in no good way. No, they desire to alienate you, that you may seek them.
Galatians 4:18	But it is always good to be zealous in a good cause, and not only when I am present with you.
Galatians 4:19	My little children, of whom I am again in travail until Messiah is formed in you--
Galatians 4:20	but I could wish to be present with you now, and to change my tone, for I am perplexed about you.
Galatians 4:21	Tell me, you that desire to be under the law, don't you listen to the law?
Galatians 4:22	For it is written that Avraham had two sons, one by the handmaid, and one by the free woman.
Galatians 4:23	However, the son by the handmaid was born according to the flesh, but the son by the free woman was born through promise.
Galatians 4:24	These things contain an allegory, for these are two covenants. One is from Mount Sinai, bearing children to bondage, which is Hagar.
Galatians 4:25	For this Hagar is Mount Sinai in Arabia, and answers to the Yerushalayim that exists now, for she is in bondage with her children.
Galatians 4:26	But the Yerushalayim that is above is free, which is the mother of us all.
Galatians 4:27	"For it is written, ""Rejoice, you barren who don't bear. Break forth and shout, you that don't travail. For more are the children of the desolate than of her who has a husband."""
Galatians 4:28	Now we, brothers and sisters, as Yitzhak was, are children of promise.
Galatians 4:29	But as then, the one who was born according to the flesh persecuted the one who was born according to the Ruach, so also it is now.
Galatians 4:30	"However what does the Scripture say? ""Throw out the handmaid and her son, for the son of the handmaid will not inherit with the son of the free woman."""
Galatians 4:31	So then, brothers and sisters, we are not children of a handmaid, but of the free woman.
Galatians 5:1	Stand firm therefore in the liberty by which Messiah has made us free, and don't be entangled again with a yoke of bondage.
Galatians 5:2	Behold, I, Shaul, tell you that if you receive circumcision, Messiah will profit you nothing.
Galatians 5:3	Yes, I testify again to everyone who receives circumcision, that they are a debtor to do the whole law.
Galatians 5:4	You are alienated from Messiah, you who desire to be justified by the law. You have fallen away from grace.
Galatians 5:5	For we, through the Ruach, by faith wait for the hope of righteousness.
Galatians 5:6	For in Messiah Yeshua neither circumcision amounts to anything, nor uncircumcision, but faith working through love.
Galatians 5:7	You were running well! Who interfered with you that you should not obey the truth?
Galatians 5:8	This persuasion is not from the one who calls you.
Galatians 5:9	A little yeast grows through the whole lump.
Galatians 5:10	I have confidence toward you in the Master that you will think no other way. But the one who troubles you will bear their judgment, whoever they are.
Galatians 5:11	But I, brothers and sisters, if I still preach circumcision, why am I still persecuted? Then the stumbling block of the cross has been removed.
Galatians 5:12	I wish that those who disturb you would cut themselves off.
Galatians 5:13	For you, brothers and sisters, were called for freedom. Only don't use your freedom for gain to the flesh, but through love be servants to one another.
Galatians 5:14	"For the whole law is fulfilled in one word, in this: ""You shall love your neighbor as yourself."""
Galatians 5:15	But if you bite and devour one another, be careful that you don't consume one another.
Galatians 5:16	But I say, walk by the Ruach, and you won't fulfill the lust of the flesh.
Galatians 5:17	For the flesh lusts against the Ruach, and the Ruach against the flesh; and these are contrary to one another, that you may not do the things that you desire.
Galatians 5:18	But if you are led by the Ruach, you are not under the law.
Galatians 5:19	Now the works of the flesh are obvious, which are: adultery, sexual immorality, uncleanness, lustfulness,
Galatians 5:20	idolatry, sorcery, hatred, strife, jealousies, outbursts of anger, rivalries, divisions, heresies,
Galatians 5:21	envyings, murders, drunkenness, orgies, and things like these; of which I forewarn you, even as I also forewarned you, that those who practice such things will not inherit the reign of God.
Galatians 5:22	But the fruit of the Ruach is love, joy, peace, patience, kindness, goodness, faith,
Galatians 5:23	gentleness, and self-control. Against such things there is no law.
Galatians 5:24	Those who belong to Messiah have crucified the flesh with its passions and lusts.
Galatians 5:25	If we live by the Ruach, let's also walk by the Ruach.
Galatians 5:26	Let's not become conceited, provoking one another, and envying one another.
Galatians 6:1	Brothers and sisters, even if someone is caught in some fault, you who are spiritual must restore such a one in a spirit of gentleness; looking to yourself so that you also aren't tempted.
Galatians 6:2	Bear one another's burdens, and so fulfill the law of Messiah.
Galatians 6:3	For if someone thinks themselves to be something when they are nothing, they deceive themselves.
Galatians 6:4	But let each person test their own work, and then they will take pride in themselves and not in their neighbor.
Galatians 6:5	For each person will bear their own burden.
Galatians 6:6	But let the one who is taught in the word share all good things with the one who teaches.
Galatians 6:7	Don't be deceived. God is not mocked, for whatever a person sows, that they will also reap.
Galatians 6:8	For the one who sows to their own flesh will from the flesh reap corruption. But the one who sows to the Ruach will from the Ruach reap life of the age.
Galatians 6:9	Let us not be weary in doing good, for we will reap in due season, if we don't give up.
Galatians 6:10	So then, as we have opportunity, let's do what is good toward all people, and especially toward those who are of the household of the faith.
Galatians 6:11	See with what large letters I write to you with my own hand.
Galatians 6:12	As many as desire to look good in the flesh, they compel you to be circumcised; only that they may not be persecuted for the cross of Messiah.
Galatians 6:13	For even they who receive circumcision don't keep the law themselves, but they desire to have you circumcised, that they may boast in your flesh.
Galatians 6:14	But far be it from me to boast, except in the cross of our Master Yeshua the Messiah, through which the world has been crucified to me, and I to the world.
Galatians 6:15	For in Messiah Yeshua neither is circumcision anything, nor uncircumcision, but a new creation.
Galatians 6:16	As many as walk by this rule, peace and mercy be on them, and on God's Israel.
Galatians 6:17	From now on, let no one cause me any trouble, for I bear the marks of Master Yeshua branded on my body.
Galatians 6:18	The grace of our Master Yeshua the Messiah be with your spirit, brothers and sisters. Amen.
Ephesians 1:1	Shaul, an emissary of Messiah Yeshua through the will of God, to the saints who are at Ephesos, and the faithful in Messiah Yeshua:
Ephesians 1:2	Grace to you and peace from God our Cosmic Parent and Master Yeshua the Messiah.
Ephesians 1:3	Blessed be the God and Cosmic Parent of our Master Yeshua the Messiah, who has blessed us with every spiritual blessing in the heavenly places in Messiah;
Ephesians 1:4	even as God chose us in Messiah before the foundation of the world, that we would be holy and without blemish before God in love;
Ephesians 1:5	having predestined us for adoption as children through Yeshua the Messiah to God, according to the good pleasure of God’s desire,
Ephesians 1:6	to the praise of the glory of God’s grace, by which God freely bestowed favor on us in the Beloved,
Ephesians 1:7	in whom we have our redemption through his blood, the forgiveness of our trespasses, according to the riches of God’s grace,
Ephesians 1:8	which God made to abound toward us in all wisdom and prudence,
Ephesians 1:9	making known to us the mystery of God’s will, according to God’s good pleasure which God purposed in Messiah
Ephesians 1:10	to an administration of the fullness of the times, to sum up all things in Messiah, the things in the heavens, and the things on the earth, in him;
Ephesians 1:11	in whom also we were assigned an inheritance, having been foreordained according to the purpose of the one who works all things after the counsel of God’s will;
Ephesians 1:12	to the end that we should be to the praise of God’s glory, we who had before hoped in Messiah:
Ephesians 1:13	in whom you also, having heard the word of the truth, the good news of your salvation,--in whom, having also believed, you were sealed with the promised Ruach of Elohim,
Ephesians 1:14	who is a pledge of our inheritance, to the redemption of God's own possession, to the praise of God’s glory.
Ephesians 1:15	For this cause I also, having heard of the faith in Master Yeshua which is among you, and the love which you have toward all the saints,
Ephesians 1:16	don't cease to give thanks for you, making mention of you in my prayers,
Ephesians 1:17	that the God of our Master Yeshua the Messiah, the Cosmic Parent of glory, may give to you a spirit of wisdom and revelation in the knowledge of God;
Ephesians 1:18	having the eyes of your hearts enlightened, that you may know what is the hope of God’s calling, and what are the riches of the glory of God’s inheritance in the saints,
Ephesians 1:19	and what is the exceeding greatness of God’s power toward us who trust, according to that working of the strength of God’s might
Ephesians 1:20	which God worked in Messiah, when God raised him from the dead, and made him sit at God’s right hand in the heavenly places,
Ephesians 1:21	far above all rule, and authority, and power, and dominion, and every name that is named, not only in this age, but also in that which is to come.
Ephesians 1:22	God put all things in subjection under his feet, and gave him to be head over all things for the assembly,
Ephesians 1:23	which is their body, the fullness of the one who fills all in all.
Ephesians 2:1	You were made alive when you were dead in transgressions and sins,
Ephesians 2:2	in which you once walked according to the course of this world, according to the prince of the powers of the air, the spirit who now works in the children of disobedience;
Ephesians 2:3	among whom we also all once lived in the lust of our flesh, doing the desires of the flesh and of the mind, and were by nature children of wrath, even as the rest.
Ephesians 2:4	But God, being rich in mercy, for God’s great love with which God loved us,
Ephesians 2:5	even when we were dead through our trespasses, made us alive together with Messiah (by grace you have been saved),
Ephesians 2:6	and raised us up with him, and made us to sit with him in the heavenly places in Messiah Yeshua,
Ephesians 2:7	that in the ages to come he might show the exceeding riches of his grace in kindness toward us in Messiah Yeshua;
Ephesians 2:8	for by grace you have been saved through faith, and that not of yourselves; it is the gift of God,
Ephesians 2:9	not of works, that no one would boast.
Ephesians 2:10	For we are his workmanship, created in Messiah Yeshua for good works, which God prepared before that we would walk in them.
Ephesians 2:11	"Therefore remember that once you, the Gentiles in the flesh, who are called ""uncircumcision"" by that which is called ""circumcision,"" (in the flesh, made by hands);"
Ephesians 2:12	that you were at that time separate from Messiah, alienated from the commonwealth of Israel, and strangers from the covenants of the promise, having no hope and without God in the world.
Ephesians 2:13	But now in Messiah Yeshua you who once were far off are made near in the blood of Messiah.
Ephesians 2:14	For he is our peace, who made both one, and broke down the middle wall of partition,
Ephesians 2:15	having abolished in the flesh the hostility, the law of commandments contained in ordinances, that he might create in himself one new humanity of the two, making peace;
Ephesians 2:16	and might reconcile them both in one body to God through the cross, having killed the hostility thereby.
Ephesians 2:17	He came and preached peace to you who were far off and to those who were near.
Ephesians 2:18	For through him we both have our access in one Ruach to the Cosmic Parent.
Ephesians 2:19	So then you are no longer strangers and foreigners, but you are fellow citizens with the saints, and of the household of God,
Ephesians 2:20	being built on the foundation of the emissaries and prophets, Messiah Yeshua himself being the chief cornerstone;
Ephesians 2:21	in whom the whole building, fitted together, grows into a holy temple in the Master;
Ephesians 2:22	in whom you also are built together for a habitation of God in the Ruach.
Ephesians 3:1	For this cause I, Shaul, am the prisoner of Messiah Yeshua on behalf of you Gentiles,
Ephesians 3:2	if it is so that you have heard of the administration of that grace of God which was given me toward you;
Ephesians 3:3	how that by revelation the mystery was made known to me, as I wrote before in few words,
Ephesians 3:4	by which, when you read, you can perceive my understanding in the mystery of Messiah;
Ephesians 3:5	which in other generations was not made known to the children of people, as it has now been revealed to his holy emissaries and prophets in the Ruach;
Ephesians 3:6	that the Gentiles are fellow heirs, and fellow members of the body, and fellow partakers of his promise in Messiah Yeshua through the good news,
Ephesians 3:7	of which I was made a servant, according to the gift of that grace of God which was given me according to the working of God’s power.
Ephesians 3:8	To me, the very least of all saints, was this grace given, to preach to the Gentiles the unsearchable riches of Messiah,
Ephesians 3:9	and to make all people see what is the administration of the mystery which for ages has been hidden in God, who created all things through Yeshua the Messiah;
Ephesians 3:10	to the intent that now through the assembly the manifold wisdom of God might be made known to the principalities and the powers in the heavenly places,
Ephesians 3:11	according to the age-enduring purpose which he purposed in Messiah Yeshua our Master;
Ephesians 3:12	in whom we have boldness and access in confidence through our faith in him.
Ephesians 3:13	Therefore I ask that you may not lose heart at my troubles for you, which are your glory.
Ephesians 3:14	For this cause, I bow my knees to the Cosmic Parent of our Master Yeshua the Messiah,
Ephesians 3:15	from whom every family in heaven and on earth is named,
Ephesians 3:16	Cosmic Parent would grant you, according to the riches of the Cosmic Parent’s glory, that you may be strengthened with power through the Cosmic Parent’s Ruach in the inner being;
Ephesians 3:17	that Messiah may dwell in your hearts through faith; to the end that you, being rooted and grounded in love,
Ephesians 3:18	may be strengthened to comprehend with all the saints what is the breadth and length and height and depth,
Ephesians 3:19	and to know Messiah's love which surpasses knowledge, that you may be filled with all the fullness of God.
Ephesians 3:20	Now to the one who is able to do exceedingly abundantly above all that we ask or think, according to the power that works in us,
Ephesians 3:21	to him be the glory in the assembly and in Messiah Yeshua to all generations forever and ever. Amen.
Ephesians 4:1	I therefore, the prisoner in the Master, beg you to walk worthily of the calling with which you were called,
Ephesians 4:2	with all lowliness and humility, with patience, bearing with one another in love;
Ephesians 4:3	being eager to keep the unity of the Ruach in the bond of peace.
Ephesians 4:4	There is one body, and one Ruach, even as you also were called in one hope of your calling;
Ephesians 4:5	one Master, one faith, one immersion,
Ephesians 4:6	one God and Cosmic Parent of all, who is over all, and through all, and in us all.
Ephesians 4:7	But to each one of us was the grace given according to the measure of the gift of Messiah.
Ephesians 4:8	"Therefore he says, ""When he ascended on high, he led captivity captive, and gave gifts to people."""
Ephesians 4:9	"Now this, ""He ascended,"" what is it but that he also first descended into the lower parts of the earth?"
Ephesians 4:10	The one who descended is the one who also ascended far above all the heavens, that they might fill all things.
Ephesians 4:11	He gave some to be emissaries; and some, prophets; and some, evangelists; and some, shepherds and teachers;
Ephesians 4:12	for the perfecting of the saints, to the work of serving, to the building up of the body of Messiah;
Ephesians 4:13	until we all attain to the unity of the faith, and of the knowledge of the Son of God, to full maturity, to the measure of the stature of the fullness of Messiah;
Ephesians 4:14	that we may no longer be children, tossed back and forth and carried about with every wind of doctrine, by the trickery of people, in craftiness, after the wiles of error;
Ephesians 4:15	but speaking truth in love, we may grow up in all things into him, who is the head, Messiah;
Ephesians 4:16	from whom all the body, being fitted and knit together through that which every joint supplies, according to the working in measure of each individual part, makes the body increase to the building up of itself in love.
Ephesians 4:17	This I say therefore, and testify in the Master, that you no longer walk as the rest of the Gentiles also walk, in the futility of their mind,
Ephesians 4:18	being darkened in their understanding, alienated from the life of God, because of the ignorance that is in them, because of the hardening of their hearts;
Ephesians 4:19	who having become callous gave themselves up to lust, to work all uncleanness with greediness.
Ephesians 4:20	But you did not learn Messiah that way;
Ephesians 4:21	if indeed you heard him, and were taught in him, even as truth is in Yeshua:
Ephesians 4:22	that you put away, as concerning your former way of life, the old self, that grows corrupt after the lusts of deceit;
Ephesians 4:23	and that you be renewed in the spirit of your mind,
Ephesians 4:24	and put on the new self, who in the likeness of God has been created in righteousness and holiness of truth.
Ephesians 4:25	Therefore, putting away falsehood, speak truth each one with their neighbor. For we are members of one another.
Ephesians 4:26	"""Be angry, and don't sin."" Don't let the sun go down on your wrath,"
Ephesians 4:27	neither give place to the Slanderer.
Ephesians 4:28	Let the one who stole steal no more; but rather let them labor, working with their hands the thing that is good, that they may have something to give to the one who has need.
Ephesians 4:29	Let no corrupt speech proceed out of your mouth, but such as is good for building up as the need may be, that it may give grace to those who hear.
Ephesians 4:30	Don't grieve the Ruach of Elohim, in whom you were sealed for the day of redemption.
Ephesians 4:31	Let all bitterness, wrath, anger, outcry, and slander, be put away from you, with all malice.
Ephesians 4:32	And be kind to one another, tenderhearted, forgiving each other, just as God also in Messiah forgave you.
Ephesians 5:1	Be therefore imitators of God, as beloved children.
Ephesians 5:2	Walk in love, even as Messiah also loved you, and gave himself up for us, an offering and a sacrifice to God for a sweet-smelling fragrance.
Ephesians 5:3	But sexual immorality, and all uncleanness, or covetousness, let it not even be mentioned among you, as becomes saints;
Ephesians 5:4	nor filthiness, nor foolish talking, nor jesting, which are not appropriate; but rather giving of thanks.
Ephesians 5:5	Know this for sure, that no sexually immoral person, nor unclean person, nor covetous person, who is an idolater, has any inheritance in the Reign of Messiah and God.
Ephesians 5:6	Let no one deceive you with empty words. For because of these things, the wrath of God comes on the children of disobedience.
Ephesians 5:7	Therefore don't be partakers with them.
Ephesians 5:8	For you were once darkness, but are now light in the Master. Walk as children of light,
Ephesians 5:9	for the fruit of the Ruach is in all goodness and righteousness and truth,
Ephesians 5:10	proving what is well pleasing to God.
Ephesians 5:11	Have no fellowship with the unfruitful works of darkness, but rather even reprove them.
Ephesians 5:12	For the things which are done by them in secret, it is a shame even to speak of.
Ephesians 5:13	But all things, when they are reproved, are revealed by the light, for everything that reveals is light.
Ephesians 5:14	"Therefore he says, ""Awake, you who sleep, and arise from the dead, and Messiah will shine on you."""
Ephesians 5:15	Therefore watch carefully how you walk, not as unwise, but as wise;
Ephesians 5:16	redeeming the time, because the days are unripeness.
Ephesians 5:17	Therefore don't be foolish, but understand what the will of the Master is.
Ephesians 5:18	Don't be drunken with wine, in which is dissipation, but be filled with the Ruach,
Ephesians 5:19	speaking to one another in psalms, hymns, and spiritual songs; singing, and singing praises in your heart to God;
Ephesians 5:20	giving thanks always concerning all things in the name of our Master Yeshua the Messiah, to God, even the Cosmic Parent;
Ephesians 5:21	submitting yourselves to one another in reverence for the Messiah:
Ephesians 5:22	wives, to your own husbands, as to God.
Ephesians 5:23	For the husband is the head of the wife, and Messiah also is the head of the assembly, being himself the savior of the body.
Ephesians 5:24	But as the assembly is subject to Messiah, so let the wives also be to their own husbands in everything.
Ephesians 5:25	Husbands, love your wives, even as Messiah also loved the assembly, and gave himself up for it;
Ephesians 5:26	that he might sanctify it, having cleansed it by the washing of water with the word,
Ephesians 5:27	that he might present the assembly to himself gloriously, not having spot or wrinkle or any such thing; but that it should be holy and without blemish.
Ephesians 5:28	Even so husbands also ought to love their own wives as their own bodies. The one who loves their own wife loves themselves.
Ephesians 5:29	For no one ever hated their own flesh; but nourishes and cherishes it, even as the Master also does the assembly;
Ephesians 5:30	because we are members of his body, of his flesh and bones.
Ephesians 5:31	"""For this cause a person will leave their father and mother, and will be joined to their spouse. The two will become one flesh."""
Ephesians 5:32	This mystery is great, but I speak concerning Messiah and of the assembly.
Ephesians 5:33	Nevertheless each of you must also love his own wife even as himself; and let the wife see that she respects her husband.
Ephesians 6:1	Children, obey your parents in the Master, for this is right.
Ephesians 6:2	"""Honor your father and mother,"" which is the first commandment with a promise:"
Ephesians 6:3	"""that it may be well with you, and you may live long on the earth."""
Ephesians 6:4	You fathers, don't provoke your children to wrath, but nurture them in the discipline and instruction of the Master.
Ephesians 6:5	Servants, be obedient to those who according to the flesh are your masters, with fear and trembling, in singleness of your heart, as to Messiah;
Ephesians 6:6	not in the way of service only when eyes are on you, as people-pleasers; but as servants of Messiah, doing the will of God from the heart;
Ephesians 6:7	with good will doing service, as to God, and not to people;
Ephesians 6:8	knowing that whatever good thing each one does, they will receive the same again from God, whether they are bound or free.
Ephesians 6:9	You masters, do the same things to them, and give up threatening, knowing that the one who is both their Master and yours is in heaven, and there is no partiality with him.
Ephesians 6:10	Finally, be strong in the Master, and in the strength of God’s might.
Ephesians 6:11	Put on the whole armor of God, that you may be able to stand against the wiles of the Slanderer.
Ephesians 6:12	For our wrestling is not against flesh and blood, but against the principalities, against the powers, against the world's rulers of the darkness of this age, and against the spiritual forces of wickedness in the heavenly places.
Ephesians 6:13	Therefore, put on the whole armor of God, that you may be able to withstand in the unripeness day, and, having done all, to stand.
Ephesians 6:14	Stand therefore, having the utility belt of truth buckled around your waist, and having put on the breastplate of righteousness,
Ephesians 6:15	and having fitted your feet with the preparation of the good news of peace;
Ephesians 6:16	above all, taking up the shield of faith, with which you will be able to quench all the fiery darts of the unripe one.
Ephesians 6:17	And take the helmet of salvation, and the sword of the Ruach, which is the spoken word of God;
Ephesians 6:18	with all prayer and requests, praying at all times in the Ruach, and being watchful to this end in all perseverance and requests for all the saints:
Ephesians 6:19	on my behalf, that utterance may be given to me in opening my mouth, to make known with boldness the mystery of the good news,
Ephesians 6:20	for which I am an ambassador in chains; that in it I may speak boldly, as I ought to speak.
Ephesians 6:21	But that you also may know my affairs, how I am doing, Tychikos, the beloved brother and faithful servant in the Master, will make known to you all things;
Ephesians 6:22	whom I have sent to you for this very purpose, that you may know our state, and that he may comfort your hearts.
Ephesians 6:23	Peace be to the brothers and sisters, and love with faith, from God the Cosmic Parent and Master Yeshua the Messiah.
Ephesians 6:24	Grace be with all those who love our Master Yeshua the Messiah with incorruptible love. Amen.
Philippians 1:1	Shaul and Timotheos, servants of Yeshua the Messiah; To all the saints in Messiah Yeshua who are at Philippoi, with the overseers and servants:
Philippians 1:2	Grace to you, and peace from God, our Cosmic Parent, and Master Yeshua the Messiah.
Philippians 1:3	I thank my God whenever I remember you,
Philippians 1:4	always in every request of mine on behalf of you all making my requests with joy,
Philippians 1:5	for your partnership in furtherance of the good news from the first day until now;
Philippians 1:6	being confident of this very thing, that the one who began a good work in you will complete it until the day of Yeshua the Messiah.
Philippians 1:7	It is even right for me to think this way on behalf of all of you, because I have you in my heart, because, both in my bonds and in the defense and confirmation of the good news, you all are partakers with me of grace.
Philippians 1:8	For God is my witness, how I long after all of you in the tender mercies of Messiah Yeshua.
Philippians 1:9	This I pray, that your love may abound yet more and more in knowledge and all discernment;
Philippians 1:10	so that you may approve the things that are excellent; that you may be sincere and without offense to the day of Messiah;
Philippians 1:11	being filled with the fruits of righteousness, which are through Yeshua the Messiah, to the glory and praise of God.
Philippians 1:12	Now I desire to have you know, brothers and sisters, that the things which happened to me have turned out rather to the progress of the good news;
Philippians 1:13	so that it became evident to the whole praetorian guard, and to all the rest, that my bonds are in Messiah;
Philippians 1:14	and that most of the brothers and sisters in the Master, being confident through my bonds, are more abundantly bold to speak the word of God without fear.
Philippians 1:15	Some indeed preach Messiah even out of envy and strife, and some also out of good will.
Philippians 1:16	The former insincerely preach Messiah from selfish ambition, thinking that they add affliction to my chains;
Philippians 1:17	but the latter out of love, knowing that I am appointed for the defense of the good news.
Philippians 1:18	What does it matter? Only that in every way, whether in pretense or in truth, Messiah is proclaimed. I rejoice in this, yes, and will rejoice.
Philippians 1:19	For I know that this will turn out to my salvation, through your supplication and the supply of the Ruach of Yeshua the Messiah,
Philippians 1:20	according to my earnest expectation and hope, that I will in no way be disappointed, but with all boldness, as always, now also Messiah will be magnified in my body, whether by life, or by death.
Philippians 1:21	For to me to live is Messiah, and to die is gain.
Philippians 1:22	But if I live on in the flesh, this will bring fruit from my work; yet I don't make known what I will choose.
Philippians 1:23	But I am in a dilemma between the two, having the desire to depart and be with Messiah, which is far better.
Philippians 1:24	Yet, to remain in the flesh is more needful for your sake.
Philippians 1:25	Having this confidence, I know that I will remain, yes, and remain with you all, for your progress and joy in the faith,
Philippians 1:26	that your rejoicing may abound in Messiah Yeshua in me through my presence with you again.
Philippians 1:27	Only let your manner of life be worthy of the good news of Messiah, that, whether I come and see you or am absent, I may hear of your state, that you stand firm in one spirit, with one soul striving for the faith of the good news;
Philippians 1:28	and in nothing frightened by the adversaries, which is for them a proof of destruction, but to you of salvation, and that from God.
Philippians 1:29	Because it has been granted to you on behalf of Messiah, not only to trust in him, but also to suffer on his behalf,
Philippians 1:30	having the same conflict which you saw in me, and now hear is in me.
Philippians 2:1	If there is therefore any exhortation in Messiah, if any consolation of love, if any fellowship of the Ruach, if any tender mercies and compassion,
Philippians 2:2	make my joy full, by being like-minded, having the same love, being of one accord, of one mind;
Philippians 2:3	doing nothing through rivalry or through conceit, but in humility, each counting others better than himself;
Philippians 2:4	each of you not just looking to your own things, but each of you also to the things of others.
Philippians 2:5	Have this in your mind, which was also in Messiah Yeshua,
Philippians 2:6	who, existing in the form of God, did not regard equality with God as something to be seized or exploited,
Philippians 2:7	but emptied himself, taking the form of a servant, being made in the likeness of people.
Philippians 2:8	And being found in human form, he humbled himself, becoming obedient to death, yes, the death of the cross.
Philippians 2:9	Therefore God also highly exalted him, and gave to him the name which is above every name;
Philippians 2:10	that at the name of Yeshua every knee should bow, of those in heaven, those on earth, and those under the earth,
Philippians 2:11	and that every tongue should confess that Yeshua the Messiah is Master, to the glory of God the Cosmic Parent.
Philippians 2:12	So then, my beloved, even as you have always obeyed, not only in my presence, but now much more in my absence, work out your own salvation with fear and trembling.
Philippians 2:13	For it is God who works in you both to will and to work, for God’s good pleasure.
Philippians 2:14	Do all things without murmurings and disputes,
Philippians 2:15	that you may become blameless and harmless, children of God without blemish in the midst of a crooked and perverse generation, among whom you are seen as lights in the world,
Philippians 2:16	holding up the word of life; that I may have something to boast in the day of Messiah, that I didn't run in vain nor labor in vain.
Philippians 2:17	Yes, and if I am poured out on the sacrifice and service of your faith, I rejoice, and rejoice with you all.
Philippians 2:18	In the same way, you also rejoice, and rejoice with me.
Philippians 2:19	But I hope in Master Yeshua to send Timotheos to you soon, that I also may be cheered up when I know how you are doing.
Philippians 2:20	For I have no one else like-minded, who will truly care about you.
Philippians 2:21	For they all seek their own, not the things of Yeshua the Messiah.
Philippians 2:22	But you know the proof of him, that, as a child serves a father, so he served with me in furtherance of the good news.
Philippians 2:23	Therefore I hope to send him at once, as soon as I see how it will go with me.
Philippians 2:24	But I trust in the Master that I myself also will come shortly.
Philippians 2:25	But I counted it necessary to send to you Epaphroditos, my brother, fellow worker, fellow soldier, and your emissary and servant of my need;
Philippians 2:26	since he longed for you all, and was very troubled, because you had heard that he was sick.
Philippians 2:27	For indeed he was sick, nearly to death, but God had mercy on him; and not on him only, but on me also, that I might not have sorrow on sorrow.
Philippians 2:28	I have sent him therefore the more diligently, that, when you see him again, you may rejoice, and that I may be the less sorrowful.
Philippians 2:29	Receive him therefore in the Master with all joy, and hold such in honor,
Philippians 2:30	because for the work of Messiah he came near to death, risking his life to supply that which was lacking in your service toward me.
Philippians 3:1	Finally, my brothers and sisters, rejoice in the Master. To write the same things to you, to me indeed is not tiresome, but for you it is safe.
Philippians 3:2	Beware of the dogs, beware of the workers of unripeness, beware of the false circumcision.
Philippians 3:3	For we are the circumcision, who worship God in the Ruach, and rejoice in Messiah Yeshua, and have no confidence in the flesh;
Philippians 3:4	though I myself might have confidence even in the flesh. If anyone else thinks that they have confidence in the flesh, I yet more:
Philippians 3:5	circumcised the eighth day, of the stock of Israel, of the tribe of Binyamin, a Hebrew of Hebrews; concerning the law, a Pharisee;
Philippians 3:6	concerning zeal, persecuting the assembly; concerning the righteousness which is in the law, found blameless.
Philippians 3:7	However, what things were gain to me, these have I counted loss for Messiah.
Philippians 3:8	Yes most certainly, and I count all things to be loss for the excellency of the knowledge of Messiah Yeshua, my Master, for whom I suffered the loss of all things, and count them nothing but refuse, that I may gain Messiah
Philippians 3:9	and be found in him, not having a righteousness of my own, that which is of the law, but that which is through faith in Messiah, the righteousness which is from God by faith;
Philippians 3:10	that I may know him, and the power of his resurrection, and the fellowship of his sufferings, becoming conformed to his death;
Philippians 3:11	if by any means I may attain to the resurrection from the dead.
Philippians 3:12	Not that I have already obtained, or am already made perfect; but I press on, if it is so that I may take hold of that for which also I was taken hold of by Messiah Yeshua.
Philippians 3:13	Brothers and sisters, I don't regard myself as yet having taken hold, but one thing I do. Forgetting the things which are behind, and stretching forward to the things which are before,
Philippians 3:14	I press on toward the goal for the prize of the high calling of God in Messiah Yeshua.
Philippians 3:15	Let us therefore, as many as are perfect, think this way. If in anything you think otherwise, God will also reveal that to you.
Philippians 3:16	Nevertheless, to the extent that we have already attained, let us walk by the same rule. Let us be of the same mind.
Philippians 3:17	Brothers and sisters, be imitators together of me, and note those who walk this way, even as you have us for an example.
Philippians 3:18	For many walk, of whom I told you often, and now tell you even weeping, as the enemies of the cross of Messiah,
Philippians 3:19	whose end is destruction, whose god is the belly, and whose glory is in their shame, who think about earthly things.
Philippians 3:20	For our citizenship is in heaven, from where we also wait for a Savior, Master Yeshua the Messiah;
Philippians 3:21	who will change the body of our humiliation to be conformed to the body of his glory, according to the working by which he is able even to subject all things to himself.
Philippians 4:1	Therefore, my brothers and sisters, beloved and longed for, my joy and crown, so stand firm in the Master, my beloved.
Philippians 4:2	I exhort Euodia, and I exhort Syntyche, to think the same way in the Master.
Philippians 4:3	Yes, I beg you also, true yokefellow, help these women, for they labored with me in the good news, with Clement also, and the rest of my fellow workers, whose names are in the book of life.
Philippians 4:4	Rejoice in the Master always! Again I will say, Rejoice!
Philippians 4:5	Let your gentleness be known to all people. The Master is at hand.
Philippians 4:6	In nothing be anxious, but in everything, by prayer and petition with thanksgiving, let your requests be made known to God.
Philippians 4:7	And the peace of God, which surpasses all understanding, will guard your hearts and your thoughts in Messiah Yeshua.
